dataset,model,origin,origin_actual,forecast_date,horizon,actual,forecast,actual_change,predicted_change,actual_direction,predicted_direction,direction_correct,mase_scale,scaled_absolute_error,elapsed_seconds,train_size,window,converged,iterations,warnflag,objective_value,optimizer_message,optimizer_status,initial_converged,initial_iterations,initial_warnflag,initial_objective_value,initial_optimizer_message,initial_optimizer_status,initial_parameters,retry_attempted,retry_accepted,retry_count,retry_parameter,retry_parameter_offset,retry_converged,retry_iterations,retry_warnflag,retry_objective_value,retry_optimizer_message,retry_optimizer_status,retry_history,forecast_is_finite,parameters_are_finite,parameters
Electricity-CISO,Naive,2025-01-21 23:00:00+00:00,24199.0,2025-01-22 23:00:00+00:00,24,25321.0,24199.0,1122.0,0.0,1.0,0.0,False,1778.3319734058628,0.6309283175351926,1.5199999324977398e-05,53112,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-01-21 23:00:00+00:00,24199.0,2025-01-28 23:00:00+00:00,168,22568.0,24199.0,-1631.0,0.0,-1.0,0.0,False,1778.3319734058628,0.9171515917111401,1.5199999324977398e-05,53112,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-01-28 23:00:00+00:00,22568.0,2025-01-29 00:00:00+00:00,1,22713.0,22568.0,145.0,0.0,1.0,0.0,False,1774.7921750263595,0.08169970661373152,4.23000892624259e-05,53280,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-01-28 23:00:00+00:00,22568.0,2025-01-29 23:00:00+00:00,24,23347.0,22568.0,779.0,0.0,1.0,0.0,False,1774.7921750263595,0.4389246307041162,4.23000892624259e-05,53280,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-01-28 23:00:00+00:00,22568.0,2025-02-04 23:00:00+00:00,168,26449.0,22568.0,3881.0,0.0,1.0,0.0,False,1774.7921750263595,2.186734905985462,4.23000892624259e-05,53280,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-04 23:00:00+00:00,26449.0,2025-02-05 00:00:00+00:00,1,26489.0,26449.0,40.0,0.0,1.0,0.0,False,1772.6428678678678,0.02256517695981929,1.4299992471933365e-05,53448,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-04 23:00:00+00:00,26449.0,2025-02-05 23:00:00+00:00,24,23875.0,26449.0,-2574.0,0.0,-1.0,0.0,False,1772.6428678678678,1.4520691373643713,1.4299992471933365e-05,53448,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-04 23:00:00+00:00,26449.0,2025-02-11 23:00:00+00:00,168,25624.0,26449.0,-825.0,0.0,-1.0,0.0,False,1772.6428678678678,0.46540677479627285,1.4299992471933365e-05,53448,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-11 23:00:00+00:00,25624.0,2025-02-12 00:00:00+00:00,1,25743.0,25624.0,119.0,0.0,1.0,0.0,False,1770.570629396797,0.0672099706299439,1.3599987141788006e-05,53616,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-11 23:00:00+00:00,25624.0,2025-02-12 23:00:00+00:00,24,27192.0,25624.0,1568.0,0.0,1.0,0.0,False,1770.570629396797,0.8855902012416137,1.3599987141788006e-05,53616,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-11 23:00:00+00:00,25624.0,2025-02-18 23:00:00+00:00,168,21773.0,25624.0,-3851.0,0.0,-1.0,0.0,False,1770.570629396797,2.17500501593205,1.3599987141788006e-05,53616,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-18 23:00:00+00:00,21773.0,2025-02-19 00:00:00+00:00,1,21552.0,21773.0,-221.0,0.0,-1.0,0.0,False,1767.9873545210385,0.12500089405892306,1.4299992471933365e-05,53784,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-18 23:00:00+00:00,21773.0,2025-02-19 23:00:00+00:00,24,23458.0,21773.0,1685.0,0.0,1.0,0.0,False,1767.9873545210385,0.9530611153361329,1.4299992471933365e-05,53784,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-18 23:00:00+00:00,21773.0,2025-02-25 23:00:00+00:00,168,22170.0,21773.0,397.0,0.0,1.0,0.0,False,1767.9873545210385,0.22454911738186634,1.4299992471933365e-05,53784,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-25 23:00:00+00:00,22170.0,2025-02-26 00:00:00+00:00,1,22080.0,22170.0,-90.0,0.0,-1.0,0.0,False,1767.380633645694,0.05092281667382028,1.379998866468668e-05,53952,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-25 23:00:00+00:00,22170.0,2025-02-26 23:00:00+00:00,24,21051.0,22170.0,-1119.0,0.0,-1.0,0.0,False,1767.380633645694,0.6331403539778322,1.379998866468668e-05,53952,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-02-25 23:00:00+00:00,22170.0,2025-03-04 23:00:00+00:00,168,21596.0,22170.0,-574.0,0.0,-1.0,0.0,False,1767.380633645694,0.3247744085641427,1.379998866468668e-05,53952,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-04 23:00:00+00:00,21596.0,2025-03-05 00:00:00+00:00,1,21649.0,21596.0,53.0,0.0,1.0,0.0,False,1764.372052935943,0.03003901581404396,1.309998333454132e-05,54120,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-04 23:00:00+00:00,21596.0,2025-03-05 23:00:00+00:00,24,25647.0,21596.0,4051.0,0.0,1.0,0.0,False,1764.372052935943,2.2960010011828698,1.309998333454132e-05,54120,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-04 23:00:00+00:00,21596.0,2025-03-11 23:00:00+00:00,168,21750.0,21596.0,154.0,0.0,1.0,0.0,False,1764.372052935943,0.08728317802571264,1.309998333454132e-05,54120,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-11 23:00:00+00:00,21750.0,2025-03-12 00:00:00+00:00,1,22433.0,21750.0,683.0,0.0,1.0,0.0,False,1763.110384331116,0.3873835728436905,1.309998333454132e-05,54288,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-11 23:00:00+00:00,21750.0,2025-03-12 23:00:00+00:00,24,24698.0,21750.0,2948.0,0.0,1.0,0.0,False,1763.110384331116,1.6720450552609072,1.309998333454132e-05,54288,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-11 23:00:00+00:00,21750.0,2025-03-18 23:00:00+00:00,168,19448.0,21750.0,-2302.0,0.0,-1.0,0.0,False,1763.110384331116,1.3056471225273434,1.309998333454132e-05,54288,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-18 23:00:00+00:00,19448.0,2025-03-19 00:00:00+00:00,1,19269.0,19448.0,-179.0,0.0,-1.0,0.0,False,1761.0321249631595,0.10164493734249433,1.300009898841381e-05,54456,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-18 23:00:00+00:00,19448.0,2025-03-19 23:00:00+00:00,24,21148.0,19448.0,1700.0,0.0,1.0,0.0,False,1761.0321249631595,0.9653429803477116,1.300009898841381e-05,54456,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-18 23:00:00+00:00,19448.0,2025-03-25 23:00:00+00:00,168,21937.0,19448.0,2489.0,0.0,1.0,0.0,False,1761.0321249631595,1.4133756929914436,1.300009898841381e-05,54456,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-25 23:00:00+00:00,21937.0,2025-03-26 00:00:00+00:00,1,22845.0,21937.0,908.0,0.0,1.0,0.0,False,1760.4323306889967,0.5157823928651819,1.279998105019331e-05,54624,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-25 23:00:00+00:00,21937.0,2025-03-26 23:00:00+00:00,24,24147.0,21937.0,2210.0,0.0,1.0,0.0,False,1760.4323306889967,1.2553734451894847,1.279998105019331e-05,54624,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-03-25 23:00:00+00:00,21937.0,2025-04-01 23:00:00+00:00,168,23846.0,21937.0,1909.0,0.0,1.0,0.0,False,1760.4323306889967,1.0843927180392428,1.279998105019331e-05,54624,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-01 23:00:00+00:00,23846.0,2025-04-02 00:00:00+00:00,1,23497.0,23846.0,-349.0,0.0,-1.0,0.0,False,1758.8729679261862,0.1984225162158762,1.3199984095990658e-05,54792,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-01 23:00:00+00:00,23846.0,2025-04-02 23:00:00+00:00,24,22052.0,23846.0,-1794.0,0.0,-1.0,0.0,False,1758.8729679261862,1.0199713297744468,1.3199984095990658e-05,54792,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-01 23:00:00+00:00,23846.0,2025-04-08 23:00:00+00:00,168,21312.0,23846.0,-2534.0,0.0,-1.0,0.0,False,1758.8729679261862,1.4406952896591128,1.3199984095990658e-05,54792,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-08 23:00:00+00:00,21312.0,2025-04-09 00:00:00+00:00,1,21622.0,21312.0,310.0,0.0,1.0,0.0,False,1756.3358884508687,0.17650382369253276,1.279998105019331e-05,54960,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-08 23:00:00+00:00,21312.0,2025-04-09 23:00:00+00:00,24,22753.0,21312.0,1441.0,0.0,1.0,0.0,False,1756.3358884508687,0.8204580965836764,1.279998105019331e-05,54960,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-08 23:00:00+00:00,21312.0,2025-04-15 23:00:00+00:00,168,24220.0,21312.0,2908.0,0.0,1.0,0.0,False,1756.3358884508687,1.6557197396705976,1.279998105019331e-05,54960,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-15 23:00:00+00:00,24220.0,2025-04-16 00:00:00+00:00,1,23627.0,24220.0,-593.0,0.0,-1.0,0.0,False,1754.75576783115,0.3379387666768798,1.7900019884109497e-05,55128,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-15 23:00:00+00:00,24220.0,2025-04-16 23:00:00+00:00,24,24528.0,24220.0,308.0,0.0,1.0,0.0,False,1754.75576783115,0.17552300191649067,1.7900019884109497e-05,55128,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-15 23:00:00+00:00,24220.0,2025-04-22 23:00:00+00:00,168,22038.0,24220.0,-2182.0,0.0,-1.0,0.0,False,1754.75576783115,1.243477890200593,1.7900019884109497e-05,55128,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-22 23:00:00+00:00,22038.0,2025-04-23 00:00:00+00:00,1,22677.0,22038.0,639.0,0.0,1.0,0.0,False,1753.175754607459,0.3644814265316337,1.4499993994832039e-05,55296,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-22 23:00:00+00:00,22038.0,2025-04-23 23:00:00+00:00,24,22657.0,22038.0,619.0,0.0,1.0,0.0,False,1753.175754607459,0.35307355715662164,1.4499993994832039e-05,55296,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-22 23:00:00+00:00,22038.0,2025-04-29 23:00:00+00:00,168,21404.0,22038.0,-634.0,0.0,-1.0,0.0,False,1753.175754607459,0.36162945918788064,1.4499993994832039e-05,55296,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-29 23:00:00+00:00,21404.0,2025-04-30 00:00:00+00:00,1,21885.0,21404.0,481.0,0.0,1.0,0.0,False,1750.9233036747685,0.27471220412138914,1.3299984857439995e-05,55464,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-29 23:00:00+00:00,21404.0,2025-04-30 23:00:00+00:00,24,22170.0,21404.0,766.0,0.0,1.0,0.0,False,1750.9233036747685,0.4374834685176384,1.3299984857439995e-05,55464,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-04-29 23:00:00+00:00,21404.0,2025-05-06 23:00:00+00:00,168,25716.0,21404.0,4312.0,0.0,1.0,0.0,False,1750.9233036747685,2.462700673953077,1.3299984857439995e-05,55464,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-06 23:00:00+00:00,25716.0,2025-05-07 00:00:00+00:00,1,25666.0,25716.0,-50.0,0.0,-1.0,0.0,False,1747.8632626568585,0.02860635672609593,1.400010660290718e-05,55632,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-06 23:00:00+00:00,25716.0,2025-05-07 23:00:00+00:00,24,23078.0,25716.0,-2638.0,0.0,-1.0,0.0,False,1747.8632626568585,1.5092713808688212,1.400010660290718e-05,55632,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-06 23:00:00+00:00,25716.0,2025-05-13 23:00:00+00:00,168,22753.0,25716.0,-2963.0,0.0,-1.0,0.0,False,1747.8632626568585,1.6952126995884447,1.400010660290718e-05,55632,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-13 23:00:00+00:00,22753.0,2025-05-14 00:00:00+00:00,1,22350.0,22753.0,-403.0,0.0,-1.0,0.0,False,1748.2592932125394,0.2305150051623415,1.2699980288743973e-05,55800,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-13 23:00:00+00:00,22753.0,2025-05-14 23:00:00+00:00,24,21674.0,22753.0,-1079.0,0.0,-1.0,0.0,False,1748.2592932125394,0.6171853364023981,1.2699980288743973e-05,55800,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-13 23:00:00+00:00,22753.0,2025-05-20 23:00:00+00:00,168,25969.0,22753.0,3216.0,0.0,1.0,0.0,False,1748.2592932125394,1.8395440610473703,1.2699980288743973e-05,55800,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-20 23:00:00+00:00,25969.0,2025-05-21 00:00:00+00:00,1,26678.0,25969.0,709.0,0.0,1.0,0.0,False,1748.5200896057347,0.40548576148179627,1.3400102034211159e-05,55968,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-20 23:00:00+00:00,25969.0,2025-05-21 23:00:00+00:00,24,27665.0,25969.0,1696.0,0.0,1.0,0.0,False,1748.5200896057347,0.969963119144043,1.3400102034211159e-05,55968,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-20 23:00:00+00:00,25969.0,2025-05-27 23:00:00+00:00,168,23344.0,25969.0,-2625.0,0.0,-1.0,0.0,False,1748.5200896057347,1.5012695682506563,1.3400102034211159e-05,55968,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-27 23:00:00+00:00,23344.0,2025-05-28 00:00:00+00:00,1,23901.0,23344.0,557.0,0.0,1.0,0.0,False,1748.858776443682,0.31849341267718817,1.3599987141788006e-05,56136,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-27 23:00:00+00:00,23344.0,2025-05-28 23:00:00+00:00,24,24341.0,23344.0,997.0,0.0,1.0,0.0,False,1748.858776443682,0.5700860546483961,1.3599987141788006e-05,56136,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-05-27 23:00:00+00:00,23344.0,2025-06-03 23:00:00+00:00,168,26559.0,23344.0,3215.0,0.0,1.0,0.0,False,1748.858776443682,1.8383416907668941,1.3599987141788006e-05,56136,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-03 23:00:00+00:00,26559.0,2025-06-04 00:00:00+00:00,1,27242.0,26559.0,683.0,0.0,1.0,0.0,False,1753.4188043323359,0.3895247377936452,1.2899981811642647e-05,56304,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-03 23:00:00+00:00,26559.0,2025-06-04 23:00:00+00:00,24,26925.0,26559.0,366.0,0.0,1.0,0.0,False,1753.4188043323359,0.20873507178985964,1.2899981811642647e-05,56304,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-03 23:00:00+00:00,26559.0,2025-06-10 23:00:00+00:00,168,28008.0,26559.0,1449.0,0.0,1.0,0.0,False,1753.4188043323359,0.8263855711024771,1.2899981811642647e-05,56304,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-10 23:00:00+00:00,28008.0,2025-06-11 00:00:00+00:00,1,28551.0,28008.0,543.0,0.0,1.0,0.0,False,1753.2599104859335,0.3097087869017105,1.309998333454132e-05,56472,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-10 23:00:00+00:00,28008.0,2025-06-11 23:00:00+00:00,24,26443.0,28008.0,-1565.0,0.0,-1.0,0.0,False,1753.2599104859335,0.892622930941394,1.309998333454132e-05,56472,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-10 23:00:00+00:00,28008.0,2025-06-17 23:00:00+00:00,168,30078.0,28008.0,2070.0,0.0,1.0,0.0,False,1753.2599104859335,1.1806578064208852,1.309998333454132e-05,56472,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-17 23:00:00+00:00,30078.0,2025-06-18 00:00:00+00:00,1,31441.0,30078.0,1363.0,0.0,1.0,0.0,False,1750.8783822071116,0.7784664051205189,1.300009898841381e-05,56640,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-17 23:00:00+00:00,30078.0,2025-06-18 23:00:00+00:00,24,30418.0,30078.0,340.0,0.0,1.0,0.0,False,1750.8783822071116,0.1941882448576496,1.300009898841381e-05,56640,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-17 23:00:00+00:00,30078.0,2025-06-24 23:00:00+00:00,168,25945.0,30078.0,-4133.0,0.0,-1.0,0.0,False,1750.8783822071116,2.360529458813723,1.300009898841381e-05,56640,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-24 23:00:00+00:00,25945.0,2025-06-25 00:00:00+00:00,1,25736.0,25945.0,-209.0,0.0,-1.0,0.0,False,1751.0899894067798,0.11935423151542505,1.2499978765845299e-05,56808,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-24 23:00:00+00:00,25945.0,2025-06-25 23:00:00+00:00,24,26369.0,25945.0,424.0,0.0,1.0,0.0,False,1751.0899894067798,0.2421349002992355,1.2499978765845299e-05,56808,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-06-24 23:00:00+00:00,25945.0,2025-07-01 23:00:00+00:00,168,28964.0,25945.0,3019.0,0.0,1.0,0.0,False,1751.0899894067798,1.7240690188759247,1.2499978765845299e-05,56808,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-01 23:00:00+00:00,28964.0,2025-07-02 00:00:00+00:00,1,30940.0,28964.0,1976.0,0.0,1.0,0.0,False,1754.7059921137868,1.1261145792404994,1.2699980288743973e-05,56976,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-01 23:00:00+00:00,28964.0,2025-07-02 23:00:00+00:00,24,29255.0,28964.0,291.0,0.0,1.0,0.0,False,1754.7059921137868,0.1658397482585958,1.2699980288743973e-05,56976,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-01 23:00:00+00:00,28964.0,2025-07-08 23:00:00+00:00,168,29182.0,28964.0,218.0,0.0,1.0,0.0,False,1754.7059921137868,0.12423733718341541,1.2699980288743973e-05,56976,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-08 23:00:00+00:00,29182.0,2025-07-09 00:00:00+00:00,1,30387.0,29182.0,1205.0,0.0,1.0,0.0,False,1754.6949943836,0.6867290348789646,1.3599987141788006e-05,57144,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-08 23:00:00+00:00,29182.0,2025-07-09 23:00:00+00:00,24,30298.0,29182.0,1116.0,0.0,1.0,0.0,False,1754.6949943836,0.6360079692323025,1.3599987141788006e-05,57144,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-08 23:00:00+00:00,29182.0,2025-07-15 23:00:00+00:00,168,30319.0,29182.0,1137.0,0.0,1.0,0.0,False,1754.6949943836,0.6479758611264588,1.3599987141788006e-05,57144,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-15 23:00:00+00:00,30319.0,2025-07-16 00:00:00+00:00,1,30933.0,30319.0,614.0,0.0,1.0,0.0,False,1757.1244400111998,0.3494345568354205,1.27000967040658e-05,57312,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-15 23:00:00+00:00,30319.0,2025-07-16 23:00:00+00:00,24,30037.0,30319.0,-282.0,0.0,-1.0,0.0,False,1757.1244400111998,0.16048948701561658,1.27000967040658e-05,57312,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-15 23:00:00+00:00,30319.0,2025-07-22 23:00:00+00:00,168,29139.0,30319.0,-1180.0,0.0,-1.0,0.0,False,1757.1244400111998,0.6715517541788212,1.27000967040658e-05,57312,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-22 23:00:00+00:00,29139.0,2025-07-23 00:00:00+00:00,1,28839.0,29139.0,-300.0,0.0,-1.0,0.0,False,1757.149671970966,0.17073104516105048,1.2499978765845299e-05,57480,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-22 23:00:00+00:00,29139.0,2025-07-23 23:00:00+00:00,24,28201.0,29139.0,-938.0,0.0,-1.0,0.0,False,1757.149671970966,0.5338190678702178,1.2499978765845299e-05,57480,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electricity-CISO,Naive,2025-07-22 23:00:00+00:00,29139.0,2025-07-29 23:00:00+00:00,168,29804.0,29139.0,665.0,0.0,1.0,0.0,False,1757.149671970966,0.37845381677366186,1.2499978765845299e-05,57480,expanding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
