dataset,model,origin,origin_actual,forecast_date,horizon,actual,forecast,actual_change,predicted_change,actual_direction,predicted_direction,direction_correct,mase_scale,scaled_absolute_error,elapsed_seconds,train_size,window,model_identifier,model_revision,chronos_package_version,device,history_length,context_length,max_context_length,context_truncated,context_end,point_forecast_method,inference_elapsed_seconds,inference_batch_size,forecast_is_finite,inference_warning,inference_exception
Airline,Chronos-2,1959-08-01,559.0,1960-08-01,12,606,613.7847900390625,47.0,54.7847900390625,1.0,1.0,True,29.54310344827586,0.26350616998285675,2.800021320581436e-06,128,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,128,128,8192,False,1959-08-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-09-01,463.0,1959-10-01,1,407,405.6817321777344,-56.0,-57.318267822265625,-1.0,-1.0,True,29.794871794871796,0.04424478921545557,3.00002284348011e-06,129,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,129,129,8192,False,1959-09-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-09-01,463.0,1959-12-01,3,405,396.5423583984375,-58.0,-66.4576416015625,-1.0,-1.0,True,29.794871794871796,0.2838623256978808,3.00002284348011e-06,129,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,129,129,8192,False,1959-09-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-09-01,463.0,1960-09-01,12,508,519.8431396484375,45.0,56.8431396484375,1.0,1.0,True,29.794871794871796,0.39748919646218805,3.00002284348011e-06,129,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,129,129,8192,False,1959-09-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-10-01,407.0,1959-11-01,1,362,347.97467041015625,-45.0,-59.02532958984375,-1.0,-1.0,True,29.949152542372882,0.4683047231470182,2.800021320581436e-06,130,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,130,130,8192,False,1959-10-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-10-01,407.0,1960-01-01,3,417,415.96954345703125,10.0,8.96954345703125,1.0,1.0,True,29.949152542372882,0.03440686815798316,2.800021320581436e-06,130,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,130,130,8192,False,1959-10-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-10-01,407.0,1960-10-01,12,461,460.07330322265625,54.0,53.07330322265625,1.0,1.0,True,29.949152542372882,0.030942337217476655,2.800021320581436e-06,130,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,130,130,8192,False,1959-10-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-11-01,362.0,1959-12-01,1,405,406.637451171875,43.0,44.637451171875,1.0,1.0,True,30.134453781512605,0.05433817329981177,2.700020559132099e-06,131,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,131,131,8192,False,1959-11-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-11-01,362.0,1960-02-01,3,391,408.1601257324219,29.0,46.160125732421875,1.0,1.0,True,30.134453781512605,0.5694520251417187,2.700020559132099e-06,131,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,131,131,8192,False,1959-11-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-11-01,362.0,1960-11-01,12,390,401.2528076171875,28.0,39.2528076171875,1.0,1.0,True,30.134453781512605,0.37341999622010946,2.700020559132099e-06,131,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,131,131,8192,False,1959-11-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-12-01,405.0,1960-01-01,1,417,415.7027893066406,12.0,10.702789306640625,1.0,1.0,True,30.45,0.04260133639932266,2.800021320581436e-06,132,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,132,132,8192,False,1959-12-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-12-01,405.0,1960-03-01,3,419,475.57666015625,14.0,70.57666015625,1.0,1.0,True,30.45,1.8580183959359606,2.800021320581436e-06,132,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,132,132,8192,False,1959-12-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
Airline,Chronos-2,1959-12-01,405.0,1960-12-01,12,432,449.2613525390625,27.0,44.2613525390625,1.0,1.0,True,30.45,0.5668752886391626,2.800021320581436e-06,132,expanding,amazon/chronos-2,29ec3766d36d6f73f0696f85560a422f50e8498c,2.3.1,cpu,132,132,8192,False,1959-12-01,standard predictions output (trained 0.5 quantile),0.02181808000896126,5,True,,
